text,label,total_words,unique_words,total_characters,total_sentences,total_paragraphs,average_word_length,complex_word_count,stopword_ratio,rare_word_ratio,lexical_diversity,sentence_complexity,flesch_reading_ease,gunning_fog_index,cosine_similarity_redundancy,cosine_similarity_coherence,sentence_length_variation,complexity_variation,avg_sentence_length,zipfs_law_adherence,pos_diversity,noun_verb_ratio,adjective_adverb_ratio,grammar_error_density,passive_to_active_ratio,punctuation_density,first_person_pronouns_density,second_person_pronouns_density,third_person_pronouns_density,repetition_frequency
"Though I have not been alive to see most of it, I am sure that the debate on keeping the Electoral College or changing to election by popular vote has been going on for ages. Now, the words of a fourteen year old might not mean much to a state senator, especially since it will be four years until I am legally allowed to vote, but please sir, hear me out. I believe that we should keep the Electoral College for many reasons. One, if the president was decided by popular vote, our president might not be the best one for the country. Secondly, if it were up to a popular vote, the president might win, or not win, simply for being a regional favorite.

To start this off, if our president was decided by a popular vote, our president might not be the best thing for our country. As stated in the third article, paragraph 20, The winnertakeall method of awarding electoral votes induces the candidates... to focus their campaign efforts on the tossup states. As you know, tossup state's make the final vote. Therefore, people in these states are more likely to pay close attention to the campaign, and they will be the ones with the most information. If it were up to popular vote, then anyone over the age of 18 could randomly pick a winner. Let's be honest, the majority of eighteen year old's will vote on whoever their friends or family vote for, or even the candidate representing their group Democratic or Republic. Many people, if the president was decided by popular vote, would make an uneducated decision on one of the candidates, not studying their choices as much as one would with the Electoral College system in place.

Secondly, if it were up to a popular vote, the president might simply win because he or she is a regional favorite. As stated in the third article, paragraph 19, ...because a candidate with only regional appeal is unlikely to be a successful president. Also in the paragraph, it states that no region has enough electoral votes to elect a president. If the president was decided by popular vote, however, can you imagine what it would be like? Take rodney, for example. He was a solid regional favorite in the South. rodney knew that there was no incentive to campaign heavily in the South, because he would not gain any electoral votes by increasing his plurilaty in states he knew he would win. If popularity decided the president, residents of the other regions might feel like their vote would not count, and that the president would have no regard for their interests. Say that popularity did actually determine a winner. While most regions might vote for a certain presidents, the ones that did not would feel like that the man running the country wasnt really their president. However, Mr. Senator, if the Electoral College was to stay, this problem would never exist. With the system we have now, the people vote for your state's electors when they vote for the president. Most states also have a winnertakeall system. Therefore, the canidate with the most votes in a state win's that state's electors. This lets the voting be even, fair. A popular vote would make the voting unfair to those who did not want that president.

Now, of course, the other view has to be adressed. As stated in the second article, Because of the winnertakeall system in each state, candidates don't spend time in states they know they have no chance of winning... During the 2000 campaign, seventeen states didn't see the candidates at all. This quote shows that the candidates might not go to a state they know they have no chance in winning. I can see how this could support changing to election by popular vote, and how it could be reasonable. If our president was chosen by popular vote, then he would visit all of the states, trying to win them over. However, there are some strong arguments against this. To begin with, one man would have to visit 50 states, and even if he only visited the majority, there is still a posibility that the state will not vote for him anyways, in the end. If we keep the Electoral College, then the majority of votes in a state would count, not his popularity. As a fourteen year old, I can relate this to highschool. A student can be the most popular student in the school, but they can also be the most rude and mean. And while another student may not be popular, they can be the nicest in the school. If the president was chosen by a popular vote, he might just end up being the worst thing that could happen to the country.

In conclusion, Mr. State Senator, I think that keeping the Electoral College is the best thing for our country. If we changed to election by popular vote, the man or woman might not be the best for our country, and the best man might not win because he is not a regional favorite. I hope, sir, that you will take my letter into account when you go to vote on this topic.",0,870,292,3825,44,5,4.396551724137931,0.14022988505747128,0.5195402298850574,0.31494252873563217,0.335632184,1.0110443827061466,63.36637147335426,13.518286311389762,0.089900234,0.12398067965264219,9.411835349,1.0110443827061466,19.90909090909091,0.095189053,31,1.3557046979865772,0.125250501,1,0.29411764705882354,0.1482758620689655,0.014942528735632184,0.005747126,0.031034483,0.1334002006018054
"By limiting car usage you would be making it a healther environment, and a safer one!

there would be less pollution in the air and that would make the air better for us to breath.

Sure by limiting the usage of cars would have an effect on people its also doing us a favor wether we like it or not, because constantly breathing in polluted air is really bad for you it can have major affects on our lungs, and respotory system. Also by limiting car usage you wouldent spend so much money on gas, oil, car parts,ect:, so by saving all that money you could spent it on something else.

When you own a vehicle you put in so much money in just getting your insurance and then you spend so much money on gass every week, dont get me wrong the gas prices have gone down but what will happen when they go back up and how much money will the gas be then?

So is driving worth killing your air and the environment you live in and spend all your money on gas?

Or would it better for us to start imiting our car usage?

But that is up for you to decide what you want to do.

Whe driving have you ever thought how much pollution you vehicle is dishing out while your driving around town? Probably not, probably you where thinking how log till i get there or i need to text someone back but i bet not once did car pollution ever cross you mind and its okay not alot of people think about it when there driving. Actually hardly anyone thinks abot it ever unless its on the news saying that the air pollution is bad again and thats when you start to think about it.

With car pollution ypu dont realse what it is dont to you environment because you never see it happen in a fast pace it always happen really slow.

All of a sudden plants will start to die really fast, people will have areally hard time breathing and will probably have to go to the hospital because of the lack of oxygen they can get.

Imagine saving you money, wouldent that be nice not having to worry about a car paymeny or gas?

alot of people would have so much money that alot of them nedd because there is alot of families struggling to make it by the have to constantly worry if they have enough money to pay the bills and put gass in there vehicle to get to work to make the money to survie.

what if instead of having a vehicle and constantly spending money on gas you walked or took a bike to work, imagine all that money you saved by donig something little as that.",0,473,198,1920,16,13,4.059196617336152,0.067653277,0.507399577,0.3678646934460888,0.4186046511627907,1.0307764064044151,63.79058469873152,14.531131078224101,0.13515730786616928,0.17101988104528912,13.756816492197604,1.0307764064044151,29.5,0.31904546296390723,29,1.010204081632653,0.13745019920318724,0,0.3333333333333333,0.061310782,0.016913319238900635,0.050739958,0.033826638,0.16135458167330677
"Getting rid of the electoral college would be illogical and irrational. The electoral college was established in the Constitution by the founding fathers to compromise between the Congress and the people. It is seen as nondemocratic to the modern day system because the electors elect the president, not the people because when you vote for a presidential election you are actually voting for a slate of electors. Many people say that what if they go against your wishes but the truth is that it rarely happens. So there is no reason to wory. We must retain the Electoral College despite it being nondemocratic because we will be certain of our outcome, avoid runoff elections, and Electoral College restores some of the weight in the political balance that large states have.

A dispute over the outcome of an Electoral College is possible it happened in 2000 but it's less likely than a dispute over the popular vote. in paragraph 18 meaning that winning the candidates share of electoral votes over powers his share of popular votes. In 2012's election, for example, Obama received 61.7% of the electoral vote compared to only 51.3% of the popular votes cast for him and rodney. in paragraph 18 shows how almost all states award electoral votes on a winnertakeall basis. So even if there was a slight popularity it creates a land slide in that state.

Having an Electoral College avoids the problem of having an election where no candidate receives the majority of votes. For example in 1968 and Clinton in 1992 both only had 43% plurality of popular votes. Which meant they were tied and meant of a run on election. However, having the Electoral College produces a clear winner. In paragraph 23 it says It can be argued that the Electoral College method of selecting the president may turn off potential voters for a candidate who has no hope of carrying their state Democrats in Texas, for example, or Republicans in California.paragraph 23 Meaning that they might not even vote if it's not going to count for anything.

Electoral College restores some of the weight in the political balance that large states have by population. For example in the 2012 election the popular vote was very close in Florida and Obama got the vote with 29 electoral votes. So, other things being equal, a large state gets more attention from presidential candidates in a campaign than a small state does... because they mean more. paragraph 21 Many say that the electoral college is unfair to voters because of the winnter take all system in each state. However, why would you soend time in a state that you know they have no chance of winning. It would be a waste of time and money. That is why they focus on the swing states.

The Electoral College method of selecting the president could cause potential voters not to vote anymore because they don't see why they would if it doesnt count for anything. However no voter's vote swings a national election. Voters in presidential elections are people who want to express a political preference rather than people who think what a single vote may decide on an election.paragaph 23 This just shows how we should let the electoral college decide who will be running our country, not the people.",0,538,233,2533,26,5,4.708178439,0.15427509293680297,0.5074349442379182,0.395910781,0.43308550185873607,0.7457969011409736,52.642344867028896,14.447926794395196,0.093363137,0.096116938,12.228410512762443,0.7457969011409736,21.346153846153847,0.10091088899405076,31,1.6,0.11960132890365449,0,0.083333333,0.098513011,0.005576208,0.00929368,0.035315985,0.15614617940199335
"The anachronism that is the electoral college is a system that unfairly represents voters and can possibly lead to catastrophe. The much simpler solution would be election by popular vote where every voter in every state matters rather than the system of the electoral college that discounts many voters opinions. The arguments against popular vote are either illogical or inconsequential and we as a nation should pay no heed.

The biggest and most obvious problem with our current electoral college system is that it unfairly represents voters in the states. An example of this unfairness towards voters propagated by the system is expressed in In Defense of the Electoral College: Five reasons to keep our despised method of choosing the President by Richard A. Posner where it is stated that in the 2012 election between rodney and Obama Florida gave all of its electoral votes towards Obama when he only won 61.7 percent of the vote. This method completely exludes the opinion of the minority, that 48.3 percent of people in Florida who didn't vote for Obama got their say taken away, their opinion no longer mattered to the election because all of the electors were given to Obama by a small majority. A second unfairness to the voters is the attention taken away from any voter not in a swing state. In the article written by Bradford Plumer named The Indefensible Electoral College: Why even the bestlaid defenses of the system are wrong it is said that in the 2000 election that seventeen states got no attention from the candidates whatsoever. This system gives undeserved attention to a few swing states which will decide the election because of our outdated system of the electoral college. If popular vote was instituted the attention given to voters of all states would be equal as every vote from every state matters.

A problem with the electoral college that could possibly outshine the unfairness of it would be the potential for catastrophe that it brings. As is stated in The Indefensible Electoral College: Why even the bestlaid defenses of the system are wrong by Bradford Plumer the electors presented by the states according to popular vote are not even obliged to vote for the candidate they said they would. Even though this may be a rare occurace a single elector betraying his party could cause misrepresentation of millions of Americans. Another possible disaster would be a tie vote in the electoral college. This situation, as explained in the same article, would cause a vastly unfair election incomparable even to the unfairness of the normal system. This horrible system consists of each state getting one vote for the president which when you consider that some states have many times the population of others means that millions upon millions of people could have the same say a a couple hundred thousands, an injustice unthinkable in our society and one that could be stopped by instituting a popular vote system.

The arguments against popular vote presented in In Defense of the Electoral College: Five reasons to keep our despised method of choosing the President by Richard A. Posner are unrealistic, unsupported, or insignificant. The argument presented as Certainty of Outcome says that a dispute over popular vote would be much more common but provides no evidence to support the claim, invalidating it. The article's second argument states that candidates would have more incentive to stay in their region if popular vote were implemented but this entire argument relies on the fact that there are not enough electors in any one region in order to elect a president. Although this is true it doesn't matter because the same is true of population, no one region has an overwhelming population advantage over others and population is what matters in popular vote. The third argument is the most illogical stating that the electoral college's tendency of causing only swing states to matter is actually a good thing because it increases the education of the populations of those states by the increased attention by the candidate, therefore the educated would decide the vote, making it more accurate. This is a parochial and shortsighted viewpoint, not considering the fact that the system of popular vote would make candidates pay attention to all populations, making all voters more educated rather than having some elite educated aristocracy in the swing states. The articles fourth argument is possibly even more deluded than the third, stating that large states get more attention because of the electoral college which balances out the fact that states have hugely varying populations but the exact same thing would happen in popular vote because some states have larger populations and candidates need larger populations for election in popular vote. The electoral college in this instance changes nothing meaning that the argument leads nowhere. The only argument presented in In Defense of the Electoral College: Five reasons to keep our despised method of choosing the President by Richard A. Posner that has any merit is the fifth which shows that popular vote could lead to possibly complicated runoff elections. Although that is a disadvantage of popular vote I believe that the vast unfairness and averting disaster is worth the cost of slightly complex runoff elections.

To support the electoral college one must rely on unrealistic or insignificant evidence. This evidence can be easily refuted and outwieghed by strong evidence from the opposing side. To support the electoral college you are supporting unfairness and catastrophe and to any reasonable person that is not a very intelligent idea, making the need for popular vote irrefutable.",0,925,322,4687,29,5,5.067027027027027,0.21405405405405406,0.45513513513513515,0.32972972972972975,0.3481081081081081,0.7710579232757895,28.216324324324347,21.320782851817338,0.13162128293377615,0.1516216721201728,15.190115066034942,0.7710579232757895,32.13793103448276,0.041839682257947874,33,1.7832167832167831,0.14720812182741116,3,0.5263157894736842,0.062702703,0.002162162,0.002162162,0.012972972972972972,0.14720812182741116
"The United States has been known for life, liberty, and the pursuit of happiness, but that's not all. It's also known for the different freedoms made available and its fair government. The electoral college is a system in which states choose representatives to vote on the president. In the past, there was a big debate on whether or not this process was fair. The electoral college is not fair or trustworthy for many reasons.

Imagine that you picked a representative who said they were going to vote for the person you wanted for president. Sadly, they ended up changing their mind. You could end up with a president you don't like or believe in. Voters don't have total control over who their electors vote for. To me, that doesn't sound very fair. If everyone were allowed to vote, the people would be able to ensure that there vote counted towards the person they wanted, and not towards the candidate they were against. Based on multiple polls, a few presidents have won the popular vote, but lost the electoral vote. That means that the candidate which was chosen by the people did not become president. Our founding fathers fought hard for our rights, and it's our right to a fair vote.

There are more problems than just an unfair vote. It almost sounds impossible that there could be a tie in a presidential election, but it has almost happened before. In the past, votes have been so close that only a couple thousand have separated the victor from the loser. What would happen if the votes came out to be tied in an election? Who would become president? I'm sure some people could argue that the electoral college could fix this problem, but I don't believe it could. Since there are less people making the decision during the electoral college process, it is even more likely that there could be a tie. If one person were to vote another way, it could be the equivalent of 1,000 people voting the other way. Also, during the electoral college the electors recieve rewards if their candidate wins. The people in that state, or even the whole country supported the electors and helped them make their decision, so they deserve recognition too.

The electoral college is not a fair or trustworthy process. Americans have no control over which candidate their electors choose to vote for. Also, there is a better chance for a catastrophic tie. America is all about being fair and giving people the opportunities they deserve. So, let's give Americans the chance for a fair vote.",0,433,203,1975,29,4,4.561200923787529,0.11778290993071594,0.5219399538106235,0.4133949191685912,0.46882217090069284,0.8160110045654643,65.26845265588916,10.683730190332085,0.076587938,0.088127158,5.696234440525326,0.8160110045654643,14.96551724137931,0.2488769587571077,29,0.9574468085106383,0.1359026369168357,0,0.035714286,0.13856812933025403,0.006928406,0.009237875,0.032332564,0.15618661257606492
"Have you ever wondered what will happen if we keep using cars as a means of transportation? All the air pollution, killing the atmosphere, wasting valuable resources. The future is going to be a place where we can't even breathe in air without having a mask on our heads due to smog. Going green as in limiting cars is a tremendous idea for the communities, and for the planet for various reasons. No smog in the atmosphere, greener communities, and more beneficial ways of transportation. Once you go green you will go never back.

To start off, Smog is one of the main disadvantages of owning or being in heavily populated area where they use cars frequently. Smog is when the cars emit there gases out of there tailpipe, and get trapped in the atmosphere causing people to have problems breathing. Articles in the city of Paris in France said that they had to ban cars due to the smog in the atmosphere. They hit a near record of air pollution and stopped people form using there cars on certain days to clear the smog from the atmosphere. On that five day period of the intensifying smog actually rivaled the place of Beijing, China which is known to be one of the most polluted cities in the world. Once the smog cleared they rescind the ban of car usage only to be a the same place there are going to be now if they keep on using cars.

In addition, cities around the world are creating new communities where they are not allowed to use cars. In Vauban, Germany the residents there are in a set up where they cannot use cars in there everyday life. 70 percent of the people over there do not own a car and 57 percent sold their car just to move into the community. When I had a car I was always tense. I'm much happier this way, said Heidrum Walter, a resident of the city. Other places in the world like in Bogota, Colombia is in a program that they cannot use cars in there life. The life were they are no cars is a good life for a community and for everyone else.

Lastly, the end of transportion is not done, but people are finding new ways of transportation. Newer ways of transportation has stared in New York they have a bikesharing program has skyrocketed. As well as car pooling since only one car or van is being used rather than 4 of 5 cars it is more efficient. People in the United states are using these ideas in there everyday life. Sutdies have shown that are less likely to get their drivers liscense and get a car. The world will be in a better place without car usage.

To summerize, limiting car usage is a extrodinary idea to make the world a better place. To cease the air pollution of smog, to make greener communities, and to make efficent ways of transportation.",0,499,224,2133,27,5,4.274549098196393,0.1062124248496994,0.501002004,0.40681362725450904,0.44889779559118237,0.769800359,69.39894158687747,11.64108958658057,0.092374305,0.12093686622611842,5.807615264609769,0.769800359,18.555555555555557,0.073368145,30,1.3564356435643565,0.10909090909090909,0,0,0.094188377,0.01002004,0.006012024,0.022044088176352707,0.13454545454545455
"All of our development since world war II has been centered on the car, and that will have to change. Mr. Goldberg an official of transportation for America, a growing coalition to promote car frees communities said. The world is changing for the better and one of the machines man created, that is one of the world changing inventions of it's time is coming down for it's throne is the car. So what are the reasons for not getting a car? lets find out.

In Germany, that is coming faster than people think. An idea called Smart planning is taking hold in an experimental town built in 2006 named Vauban. A place were cars are a thing of the past. People everyday are not driving to school or work they are walking, bicycling, or taking the tram into the town from the suburb. Smart planning is revolutionary building towns to not be dependent on driving. 70% of vaughn's families do not own car and are much happier to not have the everyday anxiety of driving a motor engine car everyday. 57% sold there car just to move into the small town of Vauban. Car free suburbs and town are a growing trend all across Europe, the united states and many more nations. These efforts have been making cities, towns, and suburbs denser so you don't have to go far to get some milk and eggs.

The global warning is a huge part of the fight to make the earth our home more better and healthier for generations and generations to come. Cars emit gas emissions that make up 12% of the greenhouse gases in our environment, up to 50% percent in carintensive areas in the United States and around the world.

France, Paris having heavy smog decided to have a partial ban on driving making even numbered license plates not drive or fear a fine. Congestion went down after the experiment. What was to blame for the smog was the Diesel fuel being used in most cars because of the fact that a tax policy favors diesel fuel over gasoline. Paris having more smog than the typical capital had a decrease in congestion and the citiy after enormous victory decided to go at it again and do odd numbered license cars.

The car culture is one the has had enormous effect on the everyday lives citizens around the world. In the United states, Recent studies suggest that americans are buying fewer cars, driving less and getting fewer licenses as each year goes by. In America where the car culture has turned us into the number one place in the world to find the history of one of the planets world changing innventions. People want a greener earth and benifits of not owning a car because everybody knows the stress of having a car no matter ho much it helps you. The car in which you have to have insurance, life insurance, car payments, you have to keep up with your car, the dangers associated with having a car and stress plus anxiety that comes with a car. The cons outweight the pros but those pros have an enormous effect. People are changing and the percentile of teenagers and young adults have droped ten fold in getting or renewing a license. The new trend is that people are no longer getting cars or licenses so why should you.

The people of planet earth understand the pros or cons of a car the benifits of not diving and are making for that change. One of the worlds greatest innventions is stepping off there throne.",0,596,280,2623,30,6,4.401006711409396,0.097315436,0.48322147651006714,0.4429530201342282,0.4697986577181208,0.9195409482755815,65.87402460850112,11.839284116331097,0.078444954,0.091425031,8.477158853190273,0.9195409482755815,20.066666666666666,0.053471461433436396,31,1.453125,0.092846271,1,0.034482758620689655,0.093959732,0.001677852,0.010067114093959731,0.008389262,0.1445966514459665
"In order to dramatically reduce greenhouse gases, a new fad is being introduced all over the world. The fad is ways to make the world more carfree or carreduced. This may sound shocking and to complicated to implement, but believe it or not, there are communities and cities that are already showing improvement with decreasing greenhouse gases that cars let off.

Vauban, Germany, is an upscale, fully functional experimental German suburb on the outskirts of Freiburg, without cars. Street parking, driveways and home garages are not found in Vauban, the main form of transportation is a public tram that runs to downtown Freiburg. Heidrun Walter is a media trainer who lives in Vauban with her two kids, Mrs. Walter states,  I am much happier this way. Completed in 2006, Vauban is a an example of a growing European and United States trend that separates auto usage from suburban life. Everything that the 5,500 residents of Vauban could need is walking distance away, the community is built in a rectangular square mile with all of the stores on a main street.

Greenhouse gases from Europe contribute to 12 percent of all emissions, the United States is responsible for as much as 50 percent of these emissions. To most people, these numbers would be meaningless, but to the people of Paris, these number clearly showed with their smog covered streets. Paris hit a nearrecord pollution rate which caused the partial driving ban to take place. The partical driving ban in Paris was as follows on Monday, motorists with evennumbered license plates were ordered to not use their cars, or be forced to pay a fine, on Tuesday, the same instructions were put in place for oddnumbered plates, this ban continued throughout the week. While this did outrage some drivers, public transit was free of charge from Monday through Friday which did help drivers who were restricted.

A national Day without cars was Bogota, Columbia's way to incorperate car limitations. Millions of Columbian participants found alternative ways to get to and from work. Bogota has a total of 7 million citizens who were promoted to use alternative transportation and reduce smog. Despite gray clouds and random spurts of rain, Mayor or Bogota, Antanas Mockus said,  The rain hasn't stopped people from participating. For a first time, during the previous national, Day without cars two other Columbian cities, Cali and Valledupar joined the event. These people are generating a revolutionary change, and this is crossing borders, said Enrique Rera, the mayor of Asuncin, Paraguay. Along with the Day without cars, Columbia has also put out rushhour restrictions, smoothed sidewalks, and cropped new resturants and upscale shopping districts.

All three cities have showed creative and functional ways to cut back on using cars, weather it be offering new ways to have a less complicated life in Vauban, Germany, limiting the number of cars that can drive on certain day in Paris, France, or creating a national holiday which encourages people to find alternative ways of transportation like in Bogoata, Columbia. It is clear that people in places everywhere are ready to make a change to cut down on greenhouse gases. The United States, as a whole has shown cutbacks on the number of vehicles and licenses being issued, in fact the amount of young people driving decreased by 23 percent from 2001 and 2009. Ultimately, the goal for the entire world is to conserve resources, lower emission rates of harmful greenhouse gases and improve safety, with the rate that cities and communities are going now, this goal without a doubt reachable.",0,587,305,2905,24,5,4.948892674616695,0.13969335604770017,0.4122657580919932,0.4940374787052811,0.5195911413969335,1.6562172428626492,51.867031871095975,15.37106757524134,0.076213178,0.1102063791437157,11.260797287739248,1.6562172428626492,24.833333333333332,0.066331379,30,1.7345132743362832,0.10432190760059612,0,0.043478260869565216,0.131175468,0.001703578,0,0.005110733,0.1373134328358209
"There are several advantages when you limit car usage. One, you will reduce greenhouse gases. Two, you will lower the stress level of people when they thinking about driving. Three, young people will decrease their amount of driving. Overall, limiting car usage can help fellow citizens.

Limiting car usage wil reduce greenhouse gases. In Source 1 the passage states that passenger cars are responsible for 12 percent of greenhouse gas emissions in Europe and up to 50 percent in some car intensive areas in the United States. While we limit car usage you will not only help reduce greenhouse gases,but you will help reduce air pollution. When theres no air pollution there will be a clean atmosphere. Furthermore, limiting car usage can benefit the environment.

Limiting car usage will lower the stress level of people when they are thinking about driving. Everyday people have to plan before they drive. Sometimes when people plan for driving they get stressed thinking about if theirs traffic or what if the road is closed. In Source 3 the passage states that rushhour restrictions have dramatically cut traffic. Furthermore, limiting car usage will limit the stress level of people thinking about driving.

Limiting car usage will decrease young people's amount of driving. In Source 4 the passage states that there has been a large drop in the percentage of 16 to 39yearolds getting a license. Another study in Source 4 was found that driving by young people decreased 23 percent between 2001 and 2009. If their's less young people driving then there will be less accidents occurring. Overall, limiting car usage will keep young drivers from injuring themselves.

Either way limiting car usage will help our fellow citizens in general. This will reduce greenhouse gases. This will lower the stress level of people when they are thinking about driving. Also, limiting car usage will decrease the amount of young people driving. furthermore limiting car usage will help us citizens.",0,314,130,1592,25,5,5.070063694267516,0.12738853503184713,0.39490445859872614,0.3375796178343949,0.4140127388535032,0.48,60.18150445859874,10.119541401273887,0.12045554412535774,0.13432824007272137,6.289546883520306,0.48,12.96,0.21388349333716417,27,1.3150684931506849,0.088642659,0,0.041666666666666664,0.11464968152866242,0.006369427,0.015923567,0.015923567,0.1527777777777778
"Within countries around the world people are coming together, whether it be the politicians or the citizens, they are all beginning to put an end to the use of cars on a daily bases. In Germany there is a suburban city where the majority of its' streets are relatively free of cars and the residents of this carfree city seem quite content. Germany isn't alone in wanting to rid the world of cars along with the pollution and stress it brings, Paris, France is another of the handful of places that would prefer to begin an anticar revolution. There are days in Paris that, when the smog is too much to bare and the air is hardly breathable, they are forced to enforce a partial driving ban. After about a week the air was noticeably cleaner. While Vauban, Germany and Paris, France have joined the fight in kicking cars to the curb in their own particular ways, three cities in Colombia have also decided to become a member of the ever growing carfree city club by starting a program that sponsors a carfree day once a year.

Taking a closer look at the suburban city of Vauban, Germany, it is easy to see the reason as to why the country would create a city free from cars along with parking spaces. When thinking of suburban cities most people create a mental image of large buildings spread far apart from public homes or neighborhoods with long winding roads and intersections packed with automobiles. Considering most of the popular suburban cities throughout the world match this description, it is not completely inaccurate, but most people fail to also imagine the abundance of smog and other forms of pollution that invade the cities because of the gaseous fumes released by cars and other vehicles. Vauban has greatly decreased the amount of air pollution in their city by simply eliminating the amount of automobiles out on the roadways. According to the article titled In German Suburb, Life Goes On Without Cars by Elisabeth Rosenthal in paragragh 5, cars are the cause for up to twelve percent of greenhouse gases emersed into the air in Europe while in some areas of the United States the amount of gases released into the air is around fifty percent. By eliminating the amount of cars used in Vauban, Germany they are creating friendly air for its' residents to breathe. Going back to the image most people in the world assume a suburb would look like, winding roads seem to take up the majority of space between stores and residential homes. In Vauban they have reconstructed the roadways and car garages into walkways and new stores so the residents have more access to the places they need to be. The elimination of the amount of roads and highways have helped Vauban to also put forth more money into other ways of transportations as opposed to using the majority of money on the contructions of highways and such. When reading the article In German Suburb, Life Goes On Without Cars by Elisabeth Rosenthal in paragragh 9 it states that in most of the previous bills passed has claimed that nearly eighty percent of appropriations have gone to highways while an estimated amount of twenty percent has gone to other forms of transportation.

Next on the list of cities that are attempting to put an end to car use would be Paris, France. Within Paris there are gorgeous sights to see and the majority of them could be seen and reached by a simple bike ride and there is really no need to fill the air with more pollution with an unnessasary car. This is what most of the people in charge of Paris believe which is why they created partial driving bans. The smog within Paris, France can, at times, rival even the amount of air pollution in Beijing, China which is infamous for being the most polluted cities in the entire world as was said in the article titled Paris Bans Driving Due To Smog by Robert Duffer in paragragh 14. While Paris officials wanted to completely eradicate driving completely so that the smog would disappear, they knew that with the millions of drivers in Paris that it could not be completely banned all at once. To help illiminate the smog and still keep from having too many issues with its' citizens, Paris decided to make it so that one day the drivers with even numbered license plates would not be permitted to drive their vehicles and the next day only drivers with odd numbered license plates were banned from driving. They continued this pattern for a week. Of course, there were some people who decided to drive their cars whether or not it was banned, so the officials came to the conclusion that anyone who broke the partial banning rule would have to suffer a twenty two euro fine. According to the article titled Paris Bans Driving Due To Smog by Robert Duffer in paragragh 12, nearly four thousand drivers were fined throughout that week. Regardless of the people who went against this rule sixty percent of congestion was illiminated in Paris after that week.

After Paris on the countdown of cities to help the cause of limiting car usage comes Bogota, Colombia. In this heated city nearly seven million people populate, they have a program where one day out of every year that cars are completely banned from use. Everyone in the population participates by hiking, biking, skating, or taking buses wherever they want to go according to the article CarFree Day Is Spinning Into A Big hit In Bogota by Andrew Selskey in paragragh 20. By this city promoting the use of buses, taxis, and other forms of transportations they're reducing smog and the amount of traffic jams and accidents throughout their city. After three years of this day being made two other Colombian cities have joined in to participate. The cities being Cali and Valledupar, Colombia. The day without cars was part of an improvement plan that began in Bogota in the mid1990s according to the article titled CarFree Day Is Spinning Into a Big Hit In Bogota by Andrew Selsky in paragrapgh 27. By participating in this day, the people of Bogota have seen the construction of one hundred and eighteen miles of bicyce paths and added parks and sports centers all over the city.

Within the United States of America there are thousands upon thousands of cars used every day, but this may not last forever. Across the span of around eight years the amount of young people driving and obtaining their licenses has drastically decreased according to the article The End Of Car Culture by Elisabeth Rosenthal in paragraph 32. More people are taking buses or taxis or simply walking or biking to their destinations because with the growth in population over the last few years the traffic jams are unbearable and seem to take more time then to simply bike to work or school. If a car is used and is needed than most people in America seem to take to carpooling with a friend or neighbor which in turn helps to decrease the amount of air pollution in the country.",0,1202,449,5563,38,5,4.628119800332779,0.11148086522462562,0.46089850249584025,0.3652246256239601,0.3735440931780366,1.025978352085154,48.814305105525904,17.111866187932392,0.1082626706233985,0.13110872678805174,12.757920792052602,1.025978352085154,31.842105263157894,-0.009789727,32,1.826086956521739,0.092951201,0,0.4074074074074074,0.067387687,0,0,0.016638935108153077,0.1383061383061383
"Many people are in belief of evaporating the idea of having the Electoral college. A Gallop poll taken in 2000 shows that citizens would rather have a direct election. As a member of the United States you must think of all the possibilities. Yes, the electoral college was once a great process, but now there are some changes are in need of being made.

The electoral college is a process in which we select electors. This long and dragged out procedure is many steps that take months to prepare for. First, there must be a selection of the electors which are chosen by the states. Then the meeting must be planned and taken place. Who and why is a hard aspect to decide on voting day for those who have been chosen to be the electors. Votes for president and Vice President must be made. After voting the counting beings. The Electoral College has a total of 538 members. Over 270 votes must be made to elect the President. This process can easily be shortened by using a direct election.

By having a direct election everyone's voice is heard. This means less arguing in the states. Citizens enjoying believing their thoughts are not being avoided. Having the Electoral College taking place is highly unwanted in the US. This is because the people believe a direct vote is more efficient way for them to show who they believe is worthy of being President and Vice President.

Each candidate running for office retains a group of electors from a state. These electors are normally chosen by the candidate's political party. This means if a person doesn like the electors chosen they feel like they still dont have a say of what is going on in the presidential election.

In conclusion, The Electoral College is no longer a process citizens enjoy. This procedure is too long and citizens dont encourage it. Many people believe that this branch of government feels they will lose more power if the Electoral College is given up on. Using a direct election will spare the arguments and will allow us to have an easy and manageable process in which to vote on our leading man.",0,364,186,1659,26,5,4.5576923076923075,0.14285714285714285,0.5054945054945055,0.4478021978021978,0.510989011,0.45508306,62.006318681318675,11.314285714285715,0.075322248,0.076901708,6.417086105300461,0.45508306,14.115384615384615,0.12774218765516343,32,1.1071428571428572,0.097744361,0,0.13043478260869565,0.087912088,0.008241758,0.002747253,0.016483516483516484,0.14035087719298245
